"Type","Title","Director","Cast","Country","Date_added","Release_year","Rating","Duration","Listed_in","Age","IMDb","Rotten.Tomatoes","Netflix","Hulu","Prime.Video","Disney","Rating_category","Age_years","Cross_platform_score","Overall_score"
"TV Show","Insatiable","","Dallas Roberts, Debby Ryan, Alyssa Milano, Christopher Gorham, Kimmy Shields, Michael Provost, Erinn Westbrook, Daniel Kang, Arden Myrin","United States","October 11, 2019",2019,"TV-MA","2 Seasons","TV Comedies, TV Dramas, Teen TV Shows","18+","6.5/10","67/100",1,0,0,0,"High",5,0.25,0.66
"TV Show","Rhythm + Flow","","Cardi B, Chance The Rapper, T.I.","United States","October 9, 2019",2019,"TV-MA","1 Season","Reality TV","18+","7.7/10","62/100",1,0,0,0,"High",5,0.25,0.695
"TV Show","Legend Quest: Masters of Myth","","Johnny Rose, Annemarie Blanco, Paul Tei, Oscar Cheda, Chuck Morgan, Jenna Lamia, James Carrey","Mexico","October 5, 2019",2019,"TV-Y7","1 Season","Kids' TV, Spanish-Language TV Shows","","7.7/10","39/100",1,0,0,0,"Low",5,0.25,0.58
"TV Show","My Country: The New Age","","Yang Se-Jong, Woo Do‑hwan, Seolhyun, Jang Hyuk, Kim Young-chul, In Gyo-jin, Yu Oh-seong, Ahn Nae-sang","South Korea","October 5, 2019",2019,"TV-14","1 Season","International TV Shows, Korean TV Shows, TV Action & Adventure","","8.3/10","51/100",1,0,0,0,"Medium",5,0.25,0.67
"TV Show","Creeped Out","","Victoria Diamond, William Romain, Sydney Wade, Jennifer James, Daniel Ryan, Robert Styles, Rhys Gannon, Maeve Larkin, Margaret Jackman, Katie Proctor, Jonathan Blake, Maximus Evans, Anya Lawrence, Tiffany Elefano, Diya Kittur, Berkley Silverman, Malen Clarkson, Jason Done, Rosina Carbone, Boris Burnell Anderson, Macey Howarth, Rebecca Hanssen, William Haresceugh, Chris Jack, Zita Sattar, Acushla-Tara Kupe, Tillie Amartey, Isabella Pinto, Bella Band, Lola Ogunyemi, Elizabeth Bower, Gianluca Gallucci, Jacob Henshaw, Amelia Curtis, Romy Weltman, Justin Paul Kelly, Jordan Poole, Thamela Mpumlwana, Jake Sim, Leah Choudhry, Daniel Ogbeide-John, Emma Gregory, Rachel Leskovac, Andonis Anthony, Kyle Breitkopf, Julian Richings, Kathryn Emily Douglas","United Kingdom, Canada","October 4, 2019",2019,"TV-PG","2 Seasons","British TV Shows, Kids' TV, TV Thrillers","7+","6.6/10","53/100",1,0,0,0,"Low",5,0.25,0.595
"TV Show","Peaky Blinders","","Cillian Murphy, Sam Neill, Helen McCrory, Paul Anderson, Iddo Goldberg, Annabelle Wallis, Sophie Rundle, Tom Hardy, Joe Cole, Ned Dennehy, Andy Nyman, Charlie Creed-Miles, Charlotte Riley, David Dawson, Jeffrey Postlethwaite, Matthew Postlethwaite, Ian Peck, Tony Pitts, Aidan Gillen, Adrien Brody, Charlie Murphy, Aimee-Ffion Edwards","United Kingdom","October 4, 2019",2019,"TV-MA","5 Seasons","British TV Shows, Crime TV Shows, International TV Shows","18+","8.8/10","93/100",1,0,0,0,"High",5,0.25,0.905
"TV Show","Raising Dion","","Alisha Wainwright, Ja'Siah Young, Jason Ritter, Michael B. Jordan, Jazmyn Simon, Ali Ahn, Sammi Haney","United States","October 4, 2019",2019,"TV-PG","1 Season","Kids' TV, TV Action & Adventure, TV Dramas","7+","7.2/10","71/100",1,0,0,0,"Low",5,0.25,0.715
"TV Show","Rotten","","","United States","October 4, 2019",2019,"TV-MA","2 Seasons","Docuseries, Science & Nature TV","18+","7.2/10","63/100",1,0,0,0,"High",5,0.25,0.675
"TV Show","Super Monsters","","Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Ian James Corlett, Britt McKillip, Kathleen Barr, Diana Kaarina","","October 4, 2019",2019,"TV-Y","3 Seasons","Kids' TV","all","6.5/10","43/100",1,0,0,0,"Low",5,0.25,0.54
"TV Show","Seis Manos","","Aislinn Derbez, Mike Colter, Jonny Cruz, Angélica Vale, Vic Chao, Danny Trejo","United States","October 3, 2019",2019,"TV-MA","1 Season","Anime Series, Crime TV Shows","18+","7.2/10","61/100",1,0,0,0,"High",5,0.25,0.665
"TV Show","Living Undocumented","","","United States","October 2, 2019",2019,"TV-MA","1 Season","Docuseries","18+","6.6/10","42/100",1,0,0,0,"High",5,0.25,0.54
"TV Show","Cheese in the Trap","Lee Yoon-jung","Park Hae-Jin, Kim Go-eun, Seo Kang-jun, Lee Sung-kyoung, Nam Joo-hyuk, Park Min-ji, Hwang Seog-jeong, Son Byung-ho, Ahn Kil-kang","South Korea","October 1, 2019",2016,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","16+","7.4/10","55/100",1,0,0,0,"Medium",8,0.25,0.645
"TV Show","Chicago Typewriter","","Yoo Ah-in, Im Soo-jung, Ko Kyoung-pyo, Kwak Si-yang, Jo Woo-jin, Yang Jin-sung, Jeon Soo-kyeong, Ji Dae-han, Chun Ho-jin","South Korea","October 1, 2019",2017,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","","8.3/10","51/100",1,0,0,0,"Medium",7,0.25,0.67
"TV Show","College Romance","","Manjot Singh, Apoorva Arora, Keshav Sadhna, Shreya Mehta, Hira Ashar, Gagan Arora","India","October 1, 2019",2018,"TV-MA","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","18+","8.8/10","63/100",1,0,0,0,"High",6,0.25,0.755
"TV Show","Engineering Girls","","Barkha Singh, Kritika Avasthi, Sejal Kumar","India","October 1, 2019",2018,"TV-MA","1 Season","International TV Shows, TV Comedies","","7.0/10","43/100",1,0,0,0,"High",6,0.25,0.565
"TV Show","Girls Hostel","","Srishti Shrivastava, Parul Gulati, Simran Natekar, Ahsaas Channa, Shreya Mehta, Gagan Arora, Trupti Khamkar, Khushbu Baid","India","October 1, 2019",2018,"TV-MA","1 Season","International TV Shows, TV Comedies, TV Dramas","7+","8.1/10","52/100",1,0,0,0,"High",6,0.25,0.665
"TV Show","Miniforce X","","","South Korea","October 1, 2019",2018,"TV-Y7","1 Season","Kids' TV, Korean TV Shows","","4.3/10","34/100",1,0,1,0,"Low",6,0.5,0.385
"TV Show","The K2","","Ji Chang-wook, Song Yoon-a, Lim Yoona, Cho Seong-ha, Kim Kap-soo, Lee Jung-jin, Son Tae-young, Shin Dong-mi","South Korea","October 1, 2019",2016,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","16+","7.8/10","57/100",1,0,0,0,"Medium",8,0.25,0.675
"TV Show","The Liar and His Lover","","Lee Hyun-woo, Joy, Lee Jung-jin, Lee Seo-won, Hong Seo-young, Choi Min-soo, Lim Ye-jin, Jang Ki-yong, Song Kang, Park Ji-young","South Korea","October 1, 2019",2017,"TV-PG","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","","6.9/10","44/100",1,0,0,0,"Low",7,0.25,0.565
"TV Show","Gotham","Danny Cannon","Ben McKenzie, Donal Logue, Jada Pinkett Smith, David Mazouz, Sean Pertwee, Camren Bicondova, Robin Lord Taylor, Cory Michael Smith, Erin Richards, John Doman, Victoria Cartagena, Andrew Stewart-Jones, Larry Pine, Jessica Lucas, Maggie Geha, Charlie Tahan, Drew Powell, Morena Baccarin, Anthony Carrigan, Crystal Reed, Chris Chalk, Damian Young, Michael Buscemi, Alexander Siddig, Michael Maize","United States","September 30, 2019",2019,"TV-MA","5 Seasons","Crime TV Shows, TV Action & Adventure, TV Dramas","16+","7.8/10","83/100",1,0,0,0,"High",5,0.25,0.805
"TV Show","Bard of Blood","","Emraan Hashmi, Viineet Kumar, Sobhita Dhulipala, Jaideep Ahlawat, Kirti Kulhari, Sohum Shah, Rajit Kapoor, Danish Hussain","India","September 27, 2019",2019,"TV-MA","1 Season","International TV Shows, TV Action & Adventure, TV Dramas","18+","6.9/10","63/100",1,0,0,0,"High",5,0.25,0.66
"TV Show","The Inmate","","Ignacio Serricchio, Ana Claudia Talancón, Flavio Medina, Luis Felipe Tovar, Mariana Seoane, Guy Ecker, Isabella Castillo, Bradley Stryker, Gustavo Sánchez Parra, Leonardo Ortizgris, Alejandro Calva, Rodrigo Oviedo, Ramón Medína, Erik Hayser, Tiaré Scanda","Mexico","September 26, 2019",2018,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","","7.0/10","54/100",1,0,0,0,"High",6,0.25,0.62
"TV Show","Abstract: The Art of Design","","Christoph Niemann, Tinker Hatfield, Es Devlin, Bjarke Ingels, Paula Scher, Platon, Ilse Crawford, Ralph Gilles","United States","September 25, 2019",2019,"TV-14","2 Seasons","Docuseries","16+","8.4/10","73/100",1,0,0,0,"Medium",5,0.25,0.785
"TV Show","Glitch","","Patrick Brammall, Genevieve O'Reilly, Emma Booth, Emily Barclay, Ned Dennehy, Sean Keenan, Hannah Monson, Aaron L. McGrath, John Leary, Rodger Corser, Andrew McFarlane, Luke Arnold, Rob Collins, Pernilla August","Australia","September 25, 2019",2019,"TV-MA","3 Seasons","International TV Shows, TV Dramas, TV Horror","16+","7.3/10","70/100",1,0,0,0,"High",5,0.25,0.715
"TV Show","Vagabond","","Lee Seung-gi, Bae Suzy, Shin Sung-rok, Moon Jung-hee, Baek Yoon-sik, Moon Sung-keun, Lee Gyoung-young, Lee Ki-young, Kim Min-jong, Jung Man-sik, Hwang Bo-ra","South Korea","September 21, 2019",2019,"TV-MA","1 Season","International TV Shows, Korean TV Shows, TV Action & Adventure","","8.3/10","62/100",1,0,0,0,"High",5,0.25,0.725
"TV Show","Criminal: France","","Margot Bancilhon, Laurent Lucas, Stéphane Jobert, Anne Azoulay, Mhamed Arezki, Sara Giraudeau, Nathalie Baye, Jérémie Renier","","September 20, 2019",2019,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","7+","7.2/10","52/100",1,0,0,0,"High",5,0.25,0.62
"TV Show","Criminal: Germany","","Eva Meckbach, Sylvester Groth, Florence Kasumba, Peter Kurth, Christian Berkel, Nina Hoss, Christian Kuchenbuch, Jonathan Berlin, Deniz Arora","Germany","September 20, 2019",2019,"TV-MA","1 Season","British TV Shows, Crime TV Shows, International TV Shows","","","42/100",1,0,0,0,"High",5,0.25,NA
"TV Show","Criminal: Spain","Mariano Barroso","Emma Suárez, Jorge Bosch, Álvaro Cervantes, Carmen Machi, Inma Cuesta, Eduard Fernández, María Morales, José Ángel Egido, Daniel Chamorro, Javi Coll, Carlos Manuel Díaz, Nuria Mencía, Milo Taboada","Spain","September 20, 2019",2019,"TV-MA","1 Season","British TV Shows, Crime TV Shows, International TV Shows","7+","6.9/10","51/100",1,0,0,0,"High",5,0.25,0.6
"TV Show","Fastest Car","","","United States","September 20, 2019",2019,"TV-MA","2 Seasons","Reality TV","","7.2/10","48/100",1,0,0,0,"High",5,0.25,0.6
"TV Show","Inside Bill's Brain: Decoding Bill Gates","","Bill Gates","United States","September 20, 2019",2019,"TV-14","1 Season","Docuseries, Science & Nature TV","16+","7.9/10","65/100",1,0,0,0,"Medium",5,0.25,0.72
"TV Show","The Hockey Girls","Kiko Cruz Claverol, Patricia Font","Iria del Río, Nora Navas, Josep Linuesa, Natàlia Barrientos, Dèlia Brufau, Yasmina Drissi Sales, Júlia Gibert, Mireia Oriol, Asia Ortega Leiva, Claudia Riera, Mireia Aixalà, Juli Fàbregas, Àgata Roca, Marc Clotet","Spain","September 20, 2019",2019,"TV-MA","1 Season","International TV Shows, TV Comedies, TV Dramas","16+","6.9/10","49/100",1,0,0,0,"High",5,0.25,0.59
"TV Show","When the Camellia Blooms","","Kong Hyo-jin, Kang Ha-neul, Kim Ji-seok, Oh Jung-se, Yeom Hye-ran, Son Dam-bi, Ji E-su, Go Du-sim","South Korea","September 18, 2019",2019,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","","8.0/10","55/100",1,0,0,0,"Medium",5,0.25,0.675
"TV Show","Surviving R. Kelly","","R. Kelly","United States","September 15, 2019",2019,"TV-MA","1 Season","Crime TV Shows, Docuseries","18+","7.5/10","64/100",1,0,0,0,"High",5,0.25,0.695
"TV Show","Marianne","","Victoire Du Bois, Lucie Boujenah, Tiphaine Daviot, Ralph Amoussou, Bellamine Abdelmalek, Mehdi Meskar, Alban Lenoir, Mireille Herbstmeyer, Corinne Valancogne, Patrick d'Assumçao, Pierre Aussedat","France","September 13, 2019",2019,"TV-MA","1 Season","International TV Shows, TV Dramas, TV Horror","18+","7.5/10","73/100",1,0,0,0,"High",5,0.25,0.74
"TV Show","Top Boy","","Ashley Walters, Kane Robinson, Micheal Ward, Shone Romulus, Simbiatu Ajikawo, Lisa Dwan, David Omoregie, Jasmine Jobson, Hope Ikpoku Jr., Araloyin Oshunremi, Keiyon Cook","","September 13, 2019",2019,"TV-MA","1 Season","British TV Shows, Crime TV Shows, International TV Shows","18+","8.4/10","77/100",1,0,0,0,"High",5,0.25,0.805
"TV Show","Unbelievable","","Toni Collette, Merritt Wever, Kaitlyn Dever, Dale Dickey, Scott Lawrence, Danielle Macdonald, Austin Hébert, Eric Lange, Elizabeth Marvel","United States","September 13, 2019",2019,"TV-MA","1 Season","Crime TV Shows, TV Dramas","18+","8.4/10","84/100",1,0,0,0,"High",5,0.25,0.84
"TV Show","The I-Land","","Natalie Martinez, Kate Bosworth, Ronald Peet, Kyle Schmid, Alex Pettyfer, Sibylla Deen, Gilles Geary, Anthony Lee Medina, Kota Eberhardt, Michelle Veintimilla, Bruce McGill","United States","September 12, 2019",2019,"TV-MA","1 Season","TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","18+","4.6/10","53/100",1,0,0,0,"High",5,0.25,0.495
"TV Show","The Mind, Explained","","Emma Stone","United States","September 12, 2019",2019,"TV-14","1 Season","Docuseries, Science & Nature TV","16+","8.0/10","62/100",1,0,0,0,"Medium",5,0.25,0.71
"TV Show","The Spy","","Sacha Baron Cohen, Noah Emmerich, Hadar Ratzon Rotem, Alexander Siddig, Waleed Zuaiter, Nassim Lyes","France","September 6, 2019",2019,"TV-MA","1 Season","International TV Shows, TV Dramas, TV Thrillers","18+","7.9/10","75/100",1,0,0,0,"High",5,0.25,0.77
"TV Show","Moving Art","","","United States","September 1, 2019",2018,"TV-G","3 Seasons","Docuseries, Science & Nature TV","7+","8.7/10","50/100",1,0,0,0,"Low",6,0.25,0.685
"TV Show","Naruto","Hayato Date","Junko Takeuchi, Chie Nakamura, Noriaki Sugiyama, Kazuhiko Inoue, Toshihiko Seki, Hidekatsu Shibata, Masako Katsuki, Nana Mizuki","Japan","September 1, 2019",2006,"TV-14","9 Seasons","Anime Series, International TV Shows","7+","8.3/10","81/100",1,1,0,0,"Medium",18,0.5,0.82
"TV Show","Serial Killer with Piers Morgan","","Piers Morgan","United Kingdom","September 1, 2019",2018,"TV-14","1 Season","British TV Shows, Crime TV Shows, Docuseries","","3.8/10","41/100",1,0,0,0,"Medium",6,0.25,0.395
"TV Show","Luo Bao Bei","","Hana Burnett, Natalia-Jade Jonathan, Leo Tang, Gok Wan, Ching-He Huang, Pik Sen Lim, David Yip","China, United Kingdom","August 31, 2019",2018,"TV-Y","1 Season","British TV Shows, Kids' TV","all","7.6/10","34/100",1,0,0,0,"Low",6,0.25,0.55
"TV Show","Styling Hollywood","","Jason Bolden, Adair Curtis","","August 30, 2019",2019,"TV-14","1 Season","Reality TV","16+","7.3/10","35/100",1,0,0,0,"Medium",5,0.25,0.54
"TV Show","The Dark Crystal: Age of Resistance","","Taron Egerton, Nathalie Emmanuel, Anya Taylor-Joy, Donna Kimball, Mark Hamill, Simon Pegg, Helena Bonham Carter, Lena Headey, Alicia Vikander, Awkwafina, Gugu Mbatha-Raw, Benedict Wong, Caitriona Balfe, Natalie Dormer, Harvey Fierstein, Andy Samberg, Ralph Ineson, Jason Isaacs, Eddie Izzard, Theo James, Hannah John-Kamen, Toby Jones, Keegan-Michael Key, Mark Strong, Sigourney Weaver, Ólafur Darri Ólafsson","United Kingdom, United States","August 30, 2019",2019,"TV-PG","1 Season","TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","7+","8.4/10","77/100",1,0,0,0,"Low",5,0.25,0.805
"TV Show","The Good Bandit","","Diego Vásquez, Carolina Acevedo, Norma Nivia, Ana María Arango, Álvaro Bayona, Katherine Porto, Tiberio Cruz, Felipe Calero, Jimena Durán, Andrés Toro, Sebastián Sánchez, Isabella Barragán","Colombia","August 30, 2019",2018,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","18+","7.8/10","39/100",1,0,0,0,"High",6,0.25,0.585
"TV Show","True and the Rainbow Kingdom","","Michela Luci, Jamie Watson, Anna Claire Bartlam, Dante Zee, Eric Peterson","United States, Canada","August 30, 2019",2019,"TV-Y","3 Seasons","Kids' TV","all","7.1/10","45/100",1,0,0,0,"Low",5,0.25,0.58
"TV Show","Million Pound Menu","","","United Kingdom","August 27, 2019",2019,"TV-MA","2 Seasons","British TV Shows, International TV Shows, Reality TV","","6.7/10","53/100",1,0,0,0,"High",5,0.25,0.6
"TV Show","13 Reasons Why: Beyond the Reasons","","Dylan Minnette, Katherine Langford, Kate Walsh, Derek Luke, Alisha Boe, Justin Prentice, Brandon Flynn, Miles Heizer, Christian Navarro, Brian Yorkey, Tom McCarthy, Selena Gomez, Mandy Teefey, Jay Asher, Dr. Rona Hu, Dr. Helen Hsu, Dr. Rebecca Hedrick, Alexis Jones, Elaine Welteroth, Julia Bicknell, Dr. Christine Moutier, Nic Sheff, Carrie Goldberg, Anne Winters, Joy Gorman, Brandon Butler, Marissa Jo Cerar, Susanne Timms","United States","August 23, 2019",2019,"TV-MA","3 Seasons","Crime TV Shows, Docuseries","18+","6.4/10","42/100",1,0,0,0,"High",5,0.25,0.53
"TV Show","Hyperdrive","","Rutledge Wood, Mike Hill, Michael Bisping, Lindsay Czarniak","United States","August 21, 2019",2019,"TV-PG","1 Season","Reality TV","7+","8.1/10","67/100",1,0,1,0,"Low",5,0.5,0.74
"TV Show","Better Than Us","","Paulina Andreeva, Kirill Käro, Aleksandr Ustyugov, Olga Lomonosova, Eldar Kalimulin, Vitaliya Kornienko, Vera Panfilova, Aleksandr Kuznetsov, Fyodor Lavrov, Sergey Sosnovskiy, Kirill Polukhin, Pavel Vorontsov","Russia","August 16, 2019",2019,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","","7.4/10","72/100",1,0,0,0,"High",5,0.25,0.73
"TV Show","Diagnosis","","Lisa Sanders","United States","August 16, 2019",2019,"TV-14","1 Season","Docuseries, Science & Nature TV","18+","7.7/10","60/100",1,0,0,0,"Medium",5,0.25,0.685
"TV Show","Green Frontier","","Juana del Río, Ángela Cano, Miguel Dionisio Ramos, Nelson Camayo, Bruno Clairefond, Marcela Mar, Andrés Crespo, John Narváez, Edwin Morales, Karla López, Antonio Bolívar","Colombia","August 16, 2019",2019,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","18+","7.3/10","52/100",1,0,0,0,"High",5,0.25,0.625
"TV Show","The King's Avatar","","Yang Yang, Jiang Shuying, Lai Yumeng, Li Muchen, Lai Yi, Fan Jinwei, Jiang Long, Sun Ning, Li Junchen, Zhao Chulun, Liu Qiushi, Jiang Xueming, Liang Yimu, Yang Tindong, Gao Hanyu, Kuang Muye, Ji Xiangning, Hao Shuai, Song Hanyu, Gu Youming","China","August 16, 2019",2019,"TV-MA","1 Season","International TV Shows, TV Action & Adventure, TV Dramas","7+","7.7/10","57/100",1,0,0,0,"High",5,0.25,0.67
"TV Show","Victim Number 8","","César Mateo, María de Nati, Verónika Moral, Iñaki Ardanaz, Farah Hamed, Lisi Linder, Khaled Kouka, Óscar Zafra, Jesús Ruyman, Alfonso Torregrosa, Itziar Lazkano, Son Khoury, Youssef Bougarouane, Marcial Álvarez","Spain","August 16, 2019",2018,"TV-MA","1 Season","International TV Shows, Spanish-Language TV Shows, TV Action & Adventure","","7.0/10","47/100",1,0,0,0,"High",6,0.25,0.585
"TV Show","Cannon Busters","","Yoshitsugu Matsuoka, Hinaki Yano, Shiori Izawa, Junji Majima, Yosuke Akimoto, Nobuyuki Hiyama, Takaya Kuroda, Katsuhisa Houki, Taro Yamaguchi, Junko Minagawa, Tomomi Maruyama","United States, Japan","August 15, 2019",2019,"TV-MA","1 Season","Anime Series, International TV Shows","18+","6.8/10","57/100",1,0,0,0,"High",5,0.25,0.625
"TV Show","Sacred Games","Vikramaditya Motwane, Anurag Kashyap","Saif Ali Khan, Nawazuddin Siddiqui, Radhika Apte, Neeraj Kabi, Jitendra Joshi","India, United States","August 15, 2019",2019,"TV-MA","2 Seasons","Crime TV Shows, International TV Shows, TV Dramas","18+","8.6/10","80/100",1,0,0,0,"High",5,0.25,0.83
"TV Show","Happy Jail","","","","August 14, 2019",2019,"TV-MA","1 Season","Crime TV Shows, Docuseries","18+","8.0/10","34/100",1,0,0,0,"High",5,0.25,0.57
"TV Show","Knightfall","","Tom Cullen, Jim Carter, Pádraic Delaney, Simon Merrells, Julian Ovenden, Olivia Ross, Ed Stoppard, Sabrina Bartlett, Bobby Schofield, Sarah-Sofie Boussnina","United States","August 13, 2019",2019,"TV-MA","2 Seasons","TV Dramas","16+","6.8/10","68/100",1,0,0,0,"High",5,0.25,0.68
"TV Show","DC Super Hero Girls","","Grey Griffin, Tara Strong, Nicole Sullivan, Kari Wahlgren, Myrna Velasco, Kimberly Brooks","United States","August 12, 2019",2019,"TV-Y7","1 Season","Kids' TV","7+","7.1/10","55/100",1,0,0,0,"Low",5,0.25,0.63
"TV Show","GLOW","","Alison Brie, Betty Gilpin, Marc Maron, Britney Young, Sydelle Noel, Gayle Rankin, Sunita Mani, Kimmy Gatewood, Rebekka Johnson, Jackie Tohn, Ellen Wong, Kate Nash, Britt Baron, Kia Stevens, Chris Lowell, Alex Rich","United States","August 9, 2019",2019,"TV-MA","3 Seasons","TV Comedies, TV Dramas","18+","8.0/10","79/100",1,0,0,0,"High",5,0.25,0.795
"TV Show","Sintonia","","Christian Malheiros, Jottapê, Bruna Mascarenhas","Brazil","August 9, 2019",2019,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","18+","6.8/10","47/100",1,0,0,0,"High",5,0.25,0.575
"TV Show","The Family","Jesse Moss","James Cromwell, David Rysdahl, Ben Rosenfield, Zachary Booth","United States","August 9, 2019",2019,"TV-14","1 Season","Docuseries","16+","6.4/10","59/100",1,0,0,0,"Medium",5,0.25,0.615
"TV Show","Bad Guys","","Kim Sang-jung, Ma Dong-seok, Park Hae-Jin, Cho Dong-hyuk, Kang Ye-won, Kang Shin-il, Ji-a Min, Hwang Seung-eon","South Korea","August 8, 2019",2014,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Korean TV Shows","18+","7.9/10","52/100",1,0,0,0,"High",10,0.25,0.655
